line,match
"680028, Хабаровск, ул. Комсомольская, д. 118","Match(start=0, stop=44, fact=Addr(parts=[AddrPart(value='680028', type='индекс'), AddrPart(value='Хабаровск', type=None), AddrPart(value='Комсомольская', type='улица'), AddrPart(value='118', type='дом')]))"
"644099, г. Омск, ул. Красногвардейская, д. 42","Match(start=0, stop=45, fact=Addr(parts=[AddrPart(value='644099', type='индекс'), AddrPart(value='Омск', type='город'), AddrPart(value='Красногвардейская', type='улица'), AddrPart(value='42', type='дом')]))"
"634050 г.Томск, пр.Ленина 80","Match(start=0, stop=25, fact=Addr(parts=[AddrPart(value='634050', type='индекс'), AddrPart(value='Томск', type='город'), AddrPart(value='Ленина', type='проезд')]))"
"Адрес: г. Орел, ул. Машиностроительная, 6","Match(start=7, stop=38, fact=Addr(parts=[AddrPart(value='Орел', type='город'), AddrPart(value='Машиностроительная', type='улица')]))"
"г.Рязань, ул.Право-Лыбедская, дом 50.","Match(start=0, stop=36, fact=Addr(parts=[AddrPart(value='Рязань', type='город'), AddrPart(value='Право-Лыбедская', type='улица'), AddrPart(value='50', type='дом')]))"
"]105613[/font], Москва, Измайловское шоссе, д.71, корпус 4ГД, офис 3Д3","Match(start=1, stop=69, fact=Addr(parts=[AddrPart(value='105613', type='индекс'), AddrPart(value='Москва', type=None), AddrPart(value='Измайловское', type='шоссе'), AddrPart(value='71', type='дом'), AddrPart(value='4', type='корпус'), AddrPart(value='3Д', type='офис')]))"
"Адрес: м. ""Старая Деревня"", ул. Торфяная дорога, 17","Match(start=28, stop=47, fact=Addr(parts=[AddrPart(value='Торфяная дорога', type='улица')]))"
"Наш почтовый адрес: 443117, г. Самара, ул. Аэродромная 127, а/я 3059","Match(start=20, stop=54, fact=Addr(parts=[AddrPart(value='443117', type='индекс'), AddrPart(value='Самара', type='город'), AddrPart(value='Аэродромная', type='улица')]))"
"ул. Красноармейская, д. 100, оф. 135","Match(start=0, stop=36, fact=Addr(parts=[AddrPart(value='Красноармейская', type='улица'), AddrPart(value='100', type='дом'), AddrPart(value='135', type='офис')]))"
"Московская область, город Одинцово, ул. Можайское шоссе, д. 80Б","Match(start=0, stop=63, fact=Addr(parts=[AddrPart(value='Московская', type='область'), AddrPart(value='Одинцово', type='город'), AddrPart(value='Можайское шоссе', type='улица'), AddrPart(value='80Б', type='дом')]))"
"Россия г. Омск Нефтезаводская, 49 к6 - 1","Match(start=7, stop=29, fact=Addr(parts=[AddrPart(value='Омск Нефтезаводская', type='город')]))"
"Варшавское ш., д. 125, стр. 1 , оф. 6205А","Match(start=0, stop=41, fact=Addr(parts=[AddrPart(value='Варшавское', type='шоссе'), AddrPart(value='125', type='дом'), AddrPart(value='1', type='строение'), AddrPart(value='6205А', type='офис')]))"
"Адрес: 141074 МО, г. Королев, ул. Лермонтова, д. 10Б","Match(start=7, stop=52, fact=Addr(parts=[AddrPart(value='141074', type='индекс'), AddrPart(value='Королев', type='город'), AddrPart(value='Лермонтова', type='улица'), AddrPart(value='10Б', type='дом')]))"
"МЖД г.Ессентуки, ул.Пятигорская №24","Match(start=4, stop=31, fact=Addr(parts=[AddrPart(value='Ессентуки', type='город'), AddrPart(value='Пятигорская', type='улица')]))"
"105082, г. Москва, ул. Малая Почтовая, д. 12, строение 1, этаж 5, офис 504. Запись регистрации 6167748872373","Match(start=0, stop=74, fact=Addr(parts=[AddrPart(value='105082', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='Малая Почтовая', type='улица'), AddrPart(value='12', type='дом'), AddrPart(value='1', type='строение'), AddrPart(value='504', type='офис')]))"
"456770, РФ, г.Снежинск, Челябинская область, ул.Васильева д.13","Match(start=0, stop=62, fact=Addr(parts=[AddrPart(value='456770', type='индекс'), AddrPart(value='Снежинск', type='город'), AddrPart(value='Челябинская', type='область'), AddrPart(value='Васильева', type='улица'), AddrPart(value='13', type='дом')]))"
"192019, Санкт-Петербург, Набережная Обводного канала д.14 литера С, офис 334","Match(start=0, stop=76, fact=Addr(parts=[AddrPart(value='192019', type='индекс'), AddrPart(value='Санкт-Петербург', type=None), AddrPart(value='Обводного канала', type='набережная'), AddrPart(value='14', type='дом'), AddrPart(value='334', type='офис')]))"
"Иркутск, ул. Карла Либкнехта, 121","Match(start=0, stop=28, fact=Addr(parts=[AddrPart(value='Иркутск', type=None), AddrPart(value='Карла Либкнехта', type='улица')]))"
"410004, г. Саратов, ул. Чернышевского, д. 60/62А, 3","Match(start=0, stop=48, fact=Addr(parts=[AddrPart(value='410004', type='индекс'), AddrPart(value='Саратов', type='город'), AddrPart(value='Чернышевского', type='улица'), AddrPart(value='60/62А', type='дом')]))"
"Россия, Москва, ул. Профсоюзная, 56 2-ой этаж, Павильон 2Б 37/39","Match(start=8, stop=31, fact=Addr(parts=[AddrPart(value='Москва', type=None), AddrPart(value='Профсоюзная', type='улица')]))"
ул.Кольцевая дом 70 пом. 2,"Match(start=0, stop=19, fact=Addr(parts=[AddrPart(value='Кольцевая', type='улица'), AddrPart(value='70', type='дом')]))"
"г.Ярославль ул. Свободы 34 """"В","Match(start=0, stop=23, fact=Addr(parts=[AddrPart(value='Ярославль', type='город'), AddrPart(value='Свободы', type='улица')]))"
"г. Челябинск, ул. Шагольская, 39","Match(start=0, stop=28, fact=Addr(parts=[AddrPart(value='Челябинск', type='город'), AddrPart(value='Шагольская', type='улица')]))"
"г. Киров, Октябрьский проспект, 86","Match(start=0, stop=30, fact=Addr(parts=[AddrPart(value='Киров', type='город'), AddrPart(value='Октябрьский', type='проспект')]))"
"662524, Красноярский край, Березовский район, с. Бархатово, ул. Чкалова, д. 1","Match(start=0, stop=77, fact=Addr(parts=[AddrPart(value='662524', type='индекс'), AddrPart(value='Красноярский', type='край'), AddrPart(value='Березовский', type='район'), AddrPart(value='Бархатово', type='село'), AddrPart(value='Чкалова', type='улица'), AddrPart(value='1', type='дом')]))"
"236000, г. Калининград, Советский проспект 126","Match(start=0, stop=42, fact=Addr(parts=[AddrPart(value='236000', type='индекс'), AddrPart(value='Калининград', type='город'), AddrPart(value='Советский', type='проспект')]))"
"Юридический адрес: 357600, Ставропольский край, г. Ессентуки, ул. Семашко, 9","Match(start=19, stop=73, fact=Addr(parts=[AddrPart(value='357600', type='индекс'), AddrPart(value='Ставропольский', type='край'), AddrPart(value='Ессентуки', type='город'), AddrPart(value='Семашко', type='улица')]))"
"127006, г.Москва, Воротниковский пер., д. 8, стр.1","Match(start=0, stop=50, fact=Addr(parts=[AddrPart(value='127006', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='8', type='дом'), AddrPart(value='1', type='строение')]))"
"Россия, 454000, г. Челябинск, ул. Коммуны, 88","Match(start=8, stop=41, fact=Addr(parts=[AddrPart(value='454000', type='индекс'), AddrPart(value='Челябинск', type='город'), AddrPart(value='Коммуны', type='улица')]))"
"454053, Россия, Челябинская обл., г.Челябинск, Троицкий тракт, 11г, оф.2","Match(start=0, stop=72, fact=Addr(parts=[AddrPart(value='454053', type='индекс'), AddrPart(value='Челябинская', type='область'), AddrPart(value='Челябинск', type='город'), AddrPart(value='2', type='офис')]))"
"г. Ноябрьск, УТДС   ул. Киевская, д.118","Match(start=0, stop=39, fact=Addr(parts=[AddrPart(value='Ноябрьск', type='город'), AddrPart(value='Киевская', type='улица'), AddrPart(value='118', type='дом')]))"
"662910, Красноярский край, п. Курагино, ул. Партизанская, 150","Match(start=0, stop=56, fact=Addr(parts=[AddrPart(value='662910', type='индекс'), AddrPart(value='Красноярский', type='край'), AddrPart(value='Курагино', type='посёлок'), AddrPart(value='Партизанская', type='улица')]))"
"346400 Ростовская обл. г. Новочеркасск, ул. Красноармейская, 23","Match(start=0, stop=59, fact=Addr(parts=[AddrPart(value='346400', type='индекс'), AddrPart(value='Ростовская', type='область'), AddrPart(value='Новочеркасск', type='город'), AddrPart(value='Красноармейская', type='улица')]))"
"г. Новосибирск, Октябрьская магистраль д.3","Match(start=0, stop=42, fact=Addr(parts=[AddrPart(value='Новосибирск', type='город'), AddrPart(value='Октябрьская', type=None), AddrPart(value='3', type='дом')]))"
"г.Уфа, ул. Трамвайная д 2, корп 3","Match(start=0, stop=33, fact=Addr(parts=[AddrPart(value='Уфа', type='город'), AddrPart(value='Трамвайная д', type='улица'), AddrPart(value='3', type='корпус')]))"
"Красноярск, 660020 г. Красноярск, ул. Дудинская, 3А","Match(start=0, stop=47, fact=Addr(parts=[AddrPart(value='Красноярск', type=None), AddrPart(value='660020', type='индекс'), AddrPart(value='Красноярск', type='город'), AddrPart(value='Дудинская', type='улица')]))"
"454010, Россия, г. Челябинск, ул. Енисейская, 75Б","Match(start=0, stop=44, fact=Addr(parts=[AddrPart(value='454010', type='индекс'), AddrPart(value='Челябинск', type='город'), AddrPart(value='Енисейская', type='улица')]))"
"г. Москва, 127055, ул. Новослободская, д. 14\19, стр.8, помещение II","Match(start=0, stop=54, fact=Addr(parts=[AddrPart(value='Москва', type='город'), AddrPart(value='127055', type='индекс'), AddrPart(value='Новослободская', type='улица'), AddrPart(value='14\\19', type='дом'), AddrPart(value='8', type='строение')]))"
"Адрес салона: г. Белгород, пр-т Б. Хмельницкого, 205 А","Match(start=14, stop=47, fact=Addr(parts=[AddrPart(value='Белгород', type='город'), AddrPart(value='Б. Хмельницкого', type='проспект')]))"
"239001, г. Калининград, ул. Горького, д. 176 г, корпус 1, Литер IV","Match(start=0, stop=56, fact=Addr(parts=[AddrPart(value='239001', type='индекс'), AddrPart(value='Калининград', type='город'), AddrPart(value='Горького', type='улица'), AddrPart(value='176 г', type='дом'), AddrPart(value='1', type='корпус')]))"
"Россия, Москва, ул. Фридриха Энгельса, д. 56, стр. 1","Match(start=8, stop=52, fact=Addr(parts=[AddrPart(value='Москва', type=None), AddrPart(value='Фридриха Энгельса', type='улица'), AddrPart(value='56', type='дом'), AddrPart(value='1', type='строение')]))"
"м. «Черная речка», Приморский пр., д. 27","Match(start=19, stop=40, fact=Addr(parts=[AddrPart(value='Приморский', type='проезд'), AddrPart(value='27', type='дом')]))"
"109462, Москва, ул. Маршала Чуйкова, д. 7, корп. 6","Match(start=0, stop=50, fact=Addr(parts=[AddrPart(value='109462', type='индекс'), AddrPart(value='Москва', type=None), AddrPart(value='Маршала Чуйкова', type='улица'), AddrPart(value='7', type='дом'), AddrPart(value='6', type='корпус')]))"
"Адрес: 620041 г. Екатеринбург, Кировский район, ул.Советская, д.8А","Match(start=7, stop=66, fact=Addr(parts=[AddrPart(value='620041', type='индекс'), AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Кировский', type='район'), AddrPart(value='Советская', type='улица'), AddrPart(value='8А', type='дом')]))"
"23.05.2017 12:56 | Кофе | Гильманов Азат Вазитович | Республика Башкортостан, г. Нефтекамск, ул. Магистральная, д. 2 """"Б","Match(start=53, stop=116, fact=Addr(parts=[AddrPart(value='Башкортостан', type='республика'), AddrPart(value='Нефтекамск', type='город'), AddrPart(value='Магистральная', type='улица'), AddrPart(value='2', type='дом')]))"
603005\. Нижний Новгород. ул. Большая Покровская. д. 15,"Match(start=0, stop=55, fact=Addr(parts=[AddrPart(value='603005', type='индекс'), AddrPart(value='Нижний Новгород', type=None), AddrPart(value='Большая Покровская', type='улица'), AddrPart(value='15', type='дом')]))"
"ул. Державина, д. 5","Match(start=0, stop=19, fact=Addr(parts=[AddrPart(value='Державина', type='улица'), AddrPart(value='5', type='дом')]))"
"Котельная 5,02 МВт с. Пришня","Match(start=19, stop=28, fact=Addr(parts=[AddrPart(value='Пришня', type='село')]))"
"115201, г.Москва, 2-й Котляковский переулок, д. 1, стр. 99, оф. 215","Match(start=0, stop=67, fact=Addr(parts=[AddrPart(value='115201', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='2-й Котляковский', type='переулок'), AddrPart(value='1', type='дом'), AddrPart(value='99', type='строение'), AddrPart(value='215', type='офис')]))"
"Адрес: 236010, г.Калининград, пр.Победы,1А","Match(start=7, stop=39, fact=Addr(parts=[AddrPart(value='236010', type='индекс'), AddrPart(value='Калининград', type='город'), AddrPart(value='Победы', type='проезд')]))"
"г. Тула, ул. Октябрьская, 274   схема проезда","Match(start=0, stop=24, fact=Addr(parts=[AddrPart(value='Тула', type='город'), AddrPart(value='Октябрьская', type='улица')]))"
"г. Екатеринбург, ул. Луначарского, 81, оф. 803","Match(start=0, stop=46, fact=Addr(parts=[AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Луначарского', type='улица'), AddrPart(value='803', type='офис')]))"
"241037, г. Брянск, просп. Станке Димитрова, д. 5А","Match(start=0, stop=49, fact=Addr(parts=[AddrPart(value='241037', type='индекс'), AddrPart(value='Брянск', type='город'), AddrPart(value='Станке Димитрова', type='проспект'), AddrPart(value='5А', type='дом')]))"
"125040, Москва, ул. Скаковая, д.17","Match(start=0, stop=34, fact=Addr(parts=[AddrPart(value='125040', type='индекс'), AddrPart(value='Москва', type=None), AddrPart(value='Скаковая', type='улица'), AddrPart(value='17', type='дом')]))"
"Внимание! Подведены итоги конкурса по с. Акташ, ул. Пушкина, д. 6","Match(start=38, stop=65, fact=Addr(parts=[AddrPart(value='Акташ', type='село'), AddrPart(value='Пушкина', type='улица'), AddrPart(value='6', type='дом')]))"
"Промышленная, д. 20Б, оф. 22","Match(start=14, stop=28, fact=Addr(parts=[AddrPart(value='20Б', type='дом'), AddrPart(value='22', type='офис')]))"
"АДРЕС (офис, розничный склад):121601, г. Москва, Кронштадтский б-р, д.35Б","Match(start=30, stop=73, fact=Addr(parts=[AddrPart(value='121601', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='Кронштадтский', type='бульвар'), AddrPart(value='35Б', type='дом')]))"
"428022, ЧР, Чебоксары, Хозяйственный проезд, д. 21","Match(start=0, stop=50, fact=Addr(parts=[AddrPart(value='428022', type='индекс'), AddrPart(value='Чебоксары', type=None), AddrPart(value='Хозяйственный', type='проезд'), AddrPart(value='21', type='дом')]))"
"Банк получателя:| ОО ""Ростовский"" ПАО ""Промсвязьбанк"" г. Ростов-на-Дону, ул Большая Садовая, д. 36/21/38","Match(start=54, stop=101, fact=Addr(parts=[AddrPart(value='Ростов-на-Дону', type='город'), AddrPart(value='Большая Садовая', type='улица'), AddrPart(value='36/21', type='дом')]))"
"Юридический и фактический адрес учреждения: 603024, г. Н. Новгород, ул. Генкиной, дом 100","Match(start=44, stop=89, fact=Addr(parts=[AddrPart(value='603024', type='индекс'), AddrPart(value='Н. Новгород', type='город'), AddrPart(value='Генкиной', type='улица'), AddrPart(value='100', type='дом')]))"
"Московская область, г.Орехово-Зуево, ул. Бугрова, дом 8 А","Match(start=0, stop=57, fact=Addr(parts=[AddrPart(value='Московская', type='область'), AddrPart(value='Орехово-Зуево', type='город'), AddrPart(value='Бугрова', type='улица'), AddrPart(value='8 А', type='дом')]))"
"Пр. Ленина, д.15, 1","Match(start=0, stop=16, fact=Addr(parts=[AddrPart(value='Ленина', type='проезд'), AddrPart(value='15', type='дом')]))"
"26.08.2017 13:03 | Скидка 10% | Федин Алексей Анатольевич | АЗС № 02-215, Республика Башкортостан, Белебеевский район, г.Белебей, ул.Советская, а/д Аксаково-Белебей","Match(start=74, stop=164, fact=Addr(parts=[AddrPart(value='Башкортостан', type='республика'), AddrPart(value='Белебеевский', type='район'), AddrPart(value='Белебей', type='город'), AddrPart(value='Советская', type='улица'), AddrPart(value='Аксаково-Белебей', type='деревня')]))"
"Адрес:Тамбовская обл., г.Котовск, ул.Октябрьская, д.1а","Match(start=6, stop=54, fact=Addr(parts=[AddrPart(value='Тамбовская', type='область'), AddrPart(value='Котовск', type='город'), AddrPart(value='Октябрьская', type='улица'), AddrPart(value='1а', type='дом')]))"
"119071, город Москва, 2-й Донской проезд, дом 4, стр. 1","Match(start=0, stop=55, fact=Addr(parts=[AddrPart(value='119071', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='2-й Донской', type='проезд'), AddrPart(value='4', type='дом'), AddrPart(value='1', type='строение')]))"
"Востряковский проезд, д. 10 Б, стр. 2","Match(start=0, stop=37, fact=Addr(parts=[AddrPart(value='Востряковский', type='проезд'), AddrPart(value='10 Б', type='дом'), AddrPart(value='2', type='строение')]))"
"т. 8-800-775-10-56, ул. Богомякова, д. 62, стр.1","Match(start=20, stop=48, fact=Addr(parts=[AddrPart(value='Богомякова', type='улица'), AddrPart(value='62', type='дом'), AddrPart(value='1', type='строение')]))"
"191023, Санкт-Петербург, ул. Садовая, д.14/52, лит. А","Match(start=0, stop=45, fact=Addr(parts=[AddrPart(value='191023', type='индекс'), AddrPart(value='Санкт-Петербург', type=None), AddrPart(value='Садовая', type='улица'), AddrPart(value='14/52', type='дом')]))"
"Адрес: Калининград, ул. Линейная, 11 А","Match(start=7, stop=32, fact=Addr(parts=[AddrPart(value='Калининград', type=None), AddrPart(value='Линейная', type='улица')]))"
"625035, г. Тюмень, ул. Геологоразведчиков д.52 кв.65 ОГРН 1127232034247","Match(start=0, stop=52, fact=Addr(parts=[AddrPart(value='625035', type='индекс'), AddrPart(value='Тюмень', type='город'), AddrPart(value='Геологоразведчиков', type='улица'), AddrPart(value='52', type='дом'), AddrPart(value='65', type='квартира')]))"
"г. Краснодар, ул. Ставропольская, 123 «Г»","Match(start=0, stop=32, fact=Addr(parts=[AddrPart(value='Краснодар', type='город'), AddrPart(value='Ставропольская', type='улица')]))"
"г. Брянск, проспект Московский, д. 106","Match(start=0, stop=38, fact=Addr(parts=[AddrPart(value='Брянск', type='город'), AddrPart(value='Московский', type='проспект'), AddrPart(value='106', type='дом')]))"
"Зеленоград, ул. Гоголя, д. 2","Match(start=12, stop=28, fact=Addr(parts=[AddrPart(value='Гоголя', type='улица'), AddrPart(value='2', type='дом')]))"
"5 | Проректор по научно-образовательной деятельности |  |  | 625000, г. Тюмень,ул. Володарского, 38, каб. 238","Match(start=61, stop=95, fact=Addr(parts=[AddrPart(value='625000', type='индекс'), AddrPart(value='Тюмень', type='город'), AddrPart(value='Володарского', type='улица')]))"
"ул. Максима горького, д. 4","Match(start=0, stop=26, fact=Addr(parts=[AddrPart(value='Максима', type='улица'), AddrPart(value='4', type='дом')]))"
"Москва, ул.1812 года, д.16 (м.Фили, 3 мин","Match(start=0, stop=26, fact=Addr(parts=[AddrPart(value='Москва', type=None), AddrPart(value='1812 года', type='улица'), AddrPart(value='16', type='дом')]))"
"300013, г. Тула, ул. Московская, д.17, оф. 7","Match(start=0, stop=44, fact=Addr(parts=[AddrPart(value='300013', type='индекс'), AddrPart(value='Тула', type='город'), AddrPart(value='Московская', type='улица'), AddrPart(value='17', type='дом'), AddrPart(value='7', type='офис')]))"
"Нижегородская област, г.Дзержинск, пр-т Циолковского, 5-б","Match(start=22, stop=52, fact=Addr(parts=[AddrPart(value='Дзержинск', type='город'), AddrPart(value='Циолковского', type='проспект')]))"
"г.Москва Энтузиастов шоссе, 12, к. 2","Match(start=0, stop=26, fact=Addr(parts=[AddrPart(value='Москва', type='город'), AddrPart(value='Энтузиастов', type='шоссе')]))"
"в «бегущую строку» можно по адресу: г. Ангарск, 12 А мкр., дом 8 (в будние дни с 9:00 до 18:00)","Match(start=36, stop=64, fact=Addr(parts=[AddrPart(value='Ангарск', type='город'), AddrPart(value='8', type='дом')]))"
"693000 г. Южно-Сахалинск ул. Комсомольская, 241/1","Match(start=0, stop=42, fact=Addr(parts=[AddrPart(value='693000', type='индекс'), AddrPart(value='Южно-Сахалинск', type='город'), AddrPart(value='Комсомольская', type='улица')]))"
"д.Старополье, д.2","Match(start=0, stop=17, fact=Addr(parts=[AddrPart(value='Старополье', type='деревня'), AddrPart(value='2', type='дом')]))"
ул. Орликова д.5,"Match(start=0, stop=16, fact=Addr(parts=[AddrPart(value='Орликова', type='улица'), AddrPart(value='5', type='дом')]))"
"г. Москва, поселение Михайлово-Ярцевское, пос. Шишкин Лес, дом 21А.","Match(start=0, stop=66, fact=Addr(parts=[AddrPart(value='Москва', type='город'), AddrPart(value='Шишкин Лес', type='посёлок'), AddrPart(value='21А', type='дом')]))"
"196240, г.Санкт-Петербург, ул. Предпортовая, д.3","Match(start=0, stop=48, fact=Addr(parts=[AddrPart(value='196240', type='индекс'), AddrPart(value='Санкт-Петербург', type='город'), AddrPart(value='Предпортовая', type='улица'), AddrPart(value='3', type='дом')]))"
"Адрес: ул. Металлургов, 11/1","Match(start=7, stop=22, fact=Addr(parts=[AddrPart(value='Металлургов', type='улица')]))"
"ул. Долгоруковская, 7/ул. Желябова, 4","Match(start=0, stop=34, fact=Addr(parts=[AddrPart(value='Долгоруковская', type='улица'), AddrPart(value='Желябова', type='улица')]))"
"414057, Астраханская обл, г. Астрахань, ул. Николая Островского, д. 124, пом. 4","Match(start=0, stop=71, fact=Addr(parts=[AddrPart(value='414057', type='индекс'), AddrPart(value='Астраханская', type='область'), AddrPart(value='Астрахань', type='город'), AddrPart(value='Николая Островского', type='улица'), AddrPart(value='124', type='дом')]))"
"140180, Московская область, г. Жуковский, ул. Спасателей, д. 2А","Match(start=0, stop=63, fact=Addr(parts=[AddrPart(value='140180', type='индекс'), AddrPart(value='Московская', type='область'), AddrPart(value='Жуковский', type='город'), AddrPart(value='Спасателей', type='улица'), AddrPart(value='2А', type='дом')]))"
"Юридический адрес: 241035, г. Брянск, ул. Брянской Пролетарской Дивизии, д. 14","Match(start=19, stop=78, fact=Addr(parts=[AddrPart(value='241035', type='индекс'), AddrPart(value='Брянск', type='город'), AddrPart(value='Брянской Пролетарской', type='улица'), AddrPart(value='14', type='дом')]))"
"АДРЕС: с.Стрелецкое ,перулок Королёва , дом 29.","Match(start=7, stop=46, fact=Addr(parts=[AddrPart(value='Стрелецкое', type='село'), AddrPart(value='Королёва', type=None), AddrPart(value='29', type='дом')]))"
"СПб, Промышленная ул. д19 Лит. Р., БЦ Редуктор, офис 530","Match(start=0, stop=56, fact=Addr(parts=[AddrPart(value='СПб', type=None), AddrPart(value='Промышленная', type='улица'), AddrPart(value='530', type='офис')]))"
"394026, г. Воронеж, проспект Труда, д. 48, оф. 97","Match(start=0, stop=49, fact=Addr(parts=[AddrPart(value='394026', type='индекс'), AddrPart(value='Воронеж', type='город'), AddrPart(value='Труда', type='проспект'), AddrPart(value='48', type='дом'), AddrPart(value='97', type='офис')]))"
"Мы находимся по адресу: г. Заозерный, ул. Карла-Маркса, д. 16 или по телефону: 8 906 973 0094            8 913 038 0669","Match(start=24, stop=61, fact=Addr(parts=[AddrPart(value='Заозерный', type='город'), AddrPart(value='Карла-Маркса', type='улица'), AddrPart(value='16', type='дом')]))"
обл. г.Рыбинск ул.Новая 7-27,"Match(start=5, stop=23, fact=Addr(parts=[AddrPart(value='Рыбинск', type='город'), AddrPart(value='Новая', type='улица')]))"
"— личный визит пациента в регистратуру УНИИФ: г.Екатеринбург, ул. XXII партсъезда, 50 (как добраться)","Match(start=46, stop=60, fact=Addr(parts=[AddrPart(value='Екатеринбург', type='город')]))"
"г. Санкт-Петербург, Коломяжский проспект, дом 10","Match(start=0, stop=48, fact=Addr(parts=[AddrPart(value='Санкт-Петербург', type='город'), AddrPart(value='Коломяжский', type='проспект'), AddrPart(value='10', type='дом')]))"
"ул. Станционная, 60/1, корпус 145","Match(start=0, stop=33, fact=Addr(parts=[AddrPart(value='Станционная', type='улица'), AddrPart(value='145', type='корпус')]))"
"Железнодорожный, ул. Южная, стр. 21","Match(start=17, stop=35, fact=Addr(parts=[AddrPart(value='Южная', type='улица'), AddrPart(value='21', type='строение')]))"
"г.Иркутск, ул. Ленина 26, Иркутск, 664053, Россия","Match(start=0, stop=41, fact=Addr(parts=[AddrPart(value='Иркутск', type='город'), AddrPart(value='Ленина', type='улица'), AddrPart(value='Иркутск', type=None), AddrPart(value='664053', type='индекс')]))"
"422610, Республика Татарстан, город Лаишево, улица Чернышевского, дом 26","Match(start=0, stop=72, fact=Addr(parts=[AddrPart(value='422610', type='индекс'), AddrPart(value='Татарстан', type='республика'), AddrPart(value='Лаишево', type='город'), AddrPart(value='Чернышевского', type='улица'), AddrPart(value='26', type='дом')]))"
"""694420, г. Александровск-Сахалинский ул. Комсомольская, 20","Match(start=1, stop=55, fact=Addr(parts=[AddrPart(value='694420', type='индекс'), AddrPart(value='Александровск-Сахалинский', type='город'), AddrPart(value='Комсомольская', type='улица')]))"
"зал: г. Петропавловск-Камчатский ул. Ленинская, д. 62 (здание КВЦ), 2-ой","Match(start=5, stop=53, fact=Addr(parts=[AddrPart(value='Петропавловск-Камчатский', type='город'), AddrPart(value='Ленинская', type='улица'), AddrPart(value='62', type='дом')]))"
"620085, Свердловская область, г. Екатеринбург, ул. Титова, 33 а","Match(start=0, stop=57, fact=Addr(parts=[AddrPart(value='620085', type='индекс'), AddrPart(value='Свердловская', type='область'), AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Титова', type='улица')]))"
"г. Пенза, ул. Володарского, 78","Match(start=0, stop=26, fact=Addr(parts=[AddrPart(value='Пенза', type='город'), AddrPart(value='Володарского', type='улица')]))"
"663200, Красноярский край, Туруханский район, г.Игарка, микрорайон 2, дом 4","Match(start=0, stop=75, fact=Addr(parts=[AddrPart(value='663200', type='индекс'), AddrPart(value='Красноярский', type='край'), AddrPart(value='Туруханский', type='район'), AddrPart(value='Игарка', type='город'), AddrPart(value='4', type='дом')]))"
