line;match
г. Тула, ул. Болдина, д.98, к.А, оф.104;Match(start=0, stop=39, fact=Addr(parts=[AddrPart(value='Тула', type='город'), AddrPart(value='Болдина', type='улица'), AddrPart(value='98', type='дом'), AddrPart(value='104', type='офис')]))
Адрес:г. Москва, 1-й Тружеников переулок, дом 14, стр. 2;Match(start=6, stop=56, fact=Addr(parts=[AddrPart(value='Москва', type='город'), AddrPart(value='1-й Тружеников', type='переулок'), AddrPart(value='14', type='дом'), AddrPart(value='2', type='строение')]))
г.Самара, ул. Средне-Садовая, 16;Match(start=0, stop=28, fact=Addr(parts=[AddrPart(value='Самара', type='город'), AddrPart(value='Средне-Садовая', type='улица')]))
ООО «Солодовня» - 198035 Санкт-Петербург, ул. Курляндская дом 49, лит. А.;Match(start=18, stop=64, fact=Addr(parts=[AddrPart(value='198035', type='индекс'), AddrPart(value='Санкт-Петербург', type=None), AddrPart(value='Курляндская', type='улица'), AddrPart(value='49', type='дом')]))
г. Оренбург, ул. Чкалова, д. 9;Match(start=0, stop=30, fact=Addr(parts=[AddrPart(value='Оренбург', type='город'), AddrPart(value='Чкалова', type='улица'), AddrPart(value='9', type='дом')]))
ИП Власова, г. Москва, ул. Выхино 17, тел. + 79042235380, E-mail : vlm1502@mail.ru;Match(start=12, stop=21, fact=Addr(parts=[AddrPart(value='Москва', type='город')]))
г.Петропавловск-Камчатский, ул.Дальневосточная 32;Match(start=0, stop=46, fact=Addr(parts=[AddrPart(value='Петропавловск-Камчатский', type='город'), AddrPart(value='Дальневосточная', type='улица')]))
г. Симферополь, ул. Гагарина, 14а, офис 215;Match(start=0, stop=43, fact=Addr(parts=[AddrPart(value='Симферополь', type='город'), AddrPart(value='Гагарина', type='улица'), AddrPart(value='215', type='офис')]))
среда – 18:00 – 19:30, г. Екатеринбург, Ул. Восстания д. 56, корп. 3.;Match(start=23, stop=68, fact=Addr(parts=[AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Восстания', type='улица'), AddrPart(value='56', type='дом'), AddrPart(value='3', type='корпус')]))
г. Москва, Ленинградский проспект, д. 39, стр. 80, башня Б (БЦ;Match(start=0, stop=49, fact=Addr(parts=[AddrPart(value='Москва', type='город'), AddrPart(value='Ленинградский', type='проспект'), AddrPart(value='39', type='дом'), AddrPart(value='80', type='строение')]))
Адрес: 658207, Алтайский край г.Рубцовск, ул.Комсомольская , д.127, оф.21;Match(start=7, stop=73, fact=Addr(parts=[AddrPart(value='658207', type='индекс'), AddrPart(value='Алтайский', type='край'), AddrPart(value='Рубцовск', type='город'), AddrPart(value='Комсомольская', type='улица'), AddrPart(value='127', type='дом'), AddrPart(value='21', type='офис')]))
Адрес: Московская область, Сергиево-Посадский р-н, пос. Мишутино, д. 3 Б;Match(start=7, stop=72, fact=Addr(parts=[AddrPart(value='Московская', type='область'), AddrPart(value='Посадский', type='район'), AddrPart(value='Мишутино', type='посёлок'), AddrPart(value='3 Б', type='дом')]))
г.Челябинск, ул.Дарвина, 14, оф.224;Match(start=0, stop=35, fact=Addr(parts=[AddrPart(value='Челябинск', type='город'), AddrPart(value='Дарвина', type='улица'), AddrPart(value='224', type='офис')]))
г. Тула, ул. Макаренко 9б;Match(start=0, stop=22, fact=Addr(parts=[AddrPart(value='Тула', type='город'), AddrPart(value='Макаренко', type='улица')]))
191014, Санкт-Петербург, ст.м. «Чернышевская», Саперный переулок, дом 20, Литера А, офис 01;Match(start=0, stop=91, fact=Addr(parts=[AddrPart(value='191014', type='индекс'), AddrPart(value='Санкт-Петербург', type=None), AddrPart(value='Саперный', type='переулок'), AddrPart(value='20', type='дом'), AddrPart(value='01', type='офис')]))
г. Краснодар, угол ул. Российской и ул. Петра Метальникова, 2;Match(start=0, stop=58, fact=Addr(parts=[AddrPart(value='Краснодар', type='город'), AddrPart(value='Российской и', type='улица'), AddrPart(value='Петра Метальникова', type='улица')]))
пр. Победы д.161;Match(start=0, stop=16, fact=Addr(parts=[AddrPart(value='Победы', type='проезд'), AddrPart(value='161', type='дом')]))
ул. Лечебная, д.24 А;Match(start=0, stop=20, fact=Addr(parts=[AddrPart(value='Лечебная', type='улица'), AddrPart(value='24 А', type='дом')]))
422545, респ. Татарстан, г.Зеленодольск, ул. Королева, д.26, офис 23;Match(start=0, stop=68, fact=Addr(parts=[AddrPart(value='422545', type='индекс'), AddrPart(value='Татарстан', type='республика'), AddrPart(value='Зеленодольск', type='город'), AddrPart(value='Королева', type='улица'), AddrPart(value='26', type='дом'), AddrPart(value='23', type='офис')]))
5 | Проректор по научно-образовательной деятельности |  |  | 625000, г. Тюмень,ул. Володарского, 38, каб. 238;Match(start=61, stop=95, fact=Addr(parts=[AddrPart(value='625000', type='индекс'), AddrPart(value='Тюмень', type='город'), AddrPart(value='Володарского', type='улица')]))
(C) Хостелы Рус-Воронеж, 2015-2016\. г. Воронеж, ул. Комиссаржевской, д. 15Б;Match(start=16, stop=76, fact=Addr(parts=[AddrPart(value='Воронеж', type=None), AddrPart(value='Воронеж', type='город'), AddrPart(value='Комиссаржевской', type='улица'), AddrPart(value='15Б', type='дом')]))
